hour_index,total_pv_kW,total_load_kW,net_generation_kW,pv_to_load_ratio
1936,418.3585,456.88296020725,-38.52446020725,0.9156798031919281
2222,566.867224,606.8220602895,-39.95483628950001,0.934157243385984
160,259.31260000000003,299.843911202,-40.53131120199998,0.8648252955868095
1884,583.051796,623.86789989925,-40.81610389925004,0.9345757253411864
2681,296.67888300000004,338.228660482,-41.54977748199997,0.8771547677244639
2223,499.89590799999996,541.55806683975,-41.66215883975008,0.9230698196299826
6856,286.406967,328.38865855125,-41.98169155124998,0.8721585190894873
8386,236.878494,278.981729641,-42.103235641000026,0.8490824594705113
1621,549.898493,592.271664511,-42.37317151100001,0.9284565259855183
1841,263.562102,306.9033256295,-43.34122362950001,0.858778902446299
2489,300.159192,344.1683236355,-44.009131635499955,0.8721290441759598
1070,509.62309300000004,553.68533620425,-44.06224320424997,0.920420063087212
8727,235.075386,279.80337303975,-44.72798703974999,0.8401449296555096
1623,485.40975299999997,530.1723550355,-44.76260203550004,0.9155697151578708
2608,442.734952,488.19166938825,-45.456717388249956,0.9068875584212671
1649,242.725972,288.192046943,-45.46607494299997,0.8422368824278161
2986,434.698576,481.90787510675,-47.209299106749995,0.9020366703940477
640,250.363936,297.8888928875,-47.5249568875,0.8404607930584745
2221,592.175931,639.8254941965,-47.649563196500026,0.9255272499232527
3153,293.74746100000004,341.43230397574996,-47.684842975749916,0.8603388042641814
6514,304.045364,351.795889427,-47.750525427000014,0.8642663893286481
8026,261.89997900000003,309.99930477575003,-48.09932577575,0.8448405338993097
4499,500.95399999999995,549.31104863425,-48.35704863425008,0.911967819204715
7858,264.053756,313.331994559,-49.27823855899999,0.8427283512139093
2580,612.294236,662.042157758,-49.747921758000075,0.9248568658356624
1526,551.081904,600.872266997,-49.79036299699999,0.9171365252668832
8392,218.09360800000002,268.78328425475,-50.68967625475,0.8114106046188593
7720,220.256213,271.30790224,-51.05168923999997,0.8118311717781422
970,274.992561,326.478237766,-51.48567676599998,0.8422998177134194
1069,534.165456,586.32388165275,-52.15842565275,0.9110416133540977
